split,ID,Speaker_ID,Speech_Duration_seconds,Gender,Age,Native_Language,transcript_raw,normalised_transcript_raw,hypothesis_raw
test,281474976897397_f3302_chunk_3.wav,,8.74,Male,18-30,Odia,we worship a lot of different gods and goddesses in the small villages in the hills and the mountains and,,"We worship a lot of different gods and goddesses in the small villages, in the hills, in the mountains and"
test,281474976889286_f183_chunk_0.wav,,1.615125,Male,18-30,Urdu,Can I donate to Mother HelpAge?,,Can I donate to Mother Helpage?
test,281474976896992_f1780_chunk_2.wav,,2.7684375,Male,30-45,Bengali,and hoping that one of them would turn out good,,and hoping that one of them would turn out good.
test,281474976900601_f3334_chunk_2.wav,,8.050125,Male,30-45,Urdu,"And the reason behind coming back to it again and again, apart from the fact that it is the holy book of Allah,",,the reason behind coming back to it again and again apart from the fact that it is the holy book of Allah
test,281474976893988_f2006_chunk_1.wav,,0.55575,Female,45-60,Telugu,Rama,,Ramar
test,281474976888228_f1491_chunk_0.wav,,10.64525,Female,60+,Tamil,I am trying to search for ESIC Centres with centre type Sub-Regional Office find all such centres around my current location,,I am trying to search for ESIC centers with center type sub-regional office. Find all such centers around my current location.
test,281474976885801_f2235_chunk_0.wav,,4.16675,Female,30-45,Kannada,My district Kalburgi is seeing a positive change,,My district Kalburgi is seeing a positive change.
test,281474976897307_f3234_chunk_24.wav,,7.64,Female,30-45,Bengali,"is my very always go-to, might be called a remedial",,is my very always a go-to uh might be called a remedial
test,281474976887637_f2584_chunk_0.wav,,3.0616875,Male,60+,Konkani,Create a new reminder for paying the Gas bill.,,create a new reminder for paying the gas bill.
test,281474976893771_f1551_chunk_0.wav,,0.6568125,Male,30-45,Punjabi,Backward,,Backward.
test,281474976903215_f2346_chunk_0.wav,,0.440625,Female,45-60,Tamil,Up,,Up.
test,281474976883823_f1639_chunk_0.wav,,1.58675,Male,45-60,Nepali,where is the event venue,,Where is the event venue?
test,281474976909226_f3048_chunk_0.wav,,1.0470625,Female,45-60,Punjabi,what list,,But lives are
test,281474976899965_f3296_chunk_5.wav,,8.5200625,Male,30-45,Maithili,"Obviously, it is a wonderful feeling that I got when I started cultivating my own vegetables on my rooftop garden last year.",,Obviously it is a wonderful feeling that I got when I started cultivating my own vegetables on my rooftop garden last year.
test,281474976887069_f2936_chunk_1.wav,,6.1138125,Female,30-45,Gujarati,76486997868,,7648 6997 868
test,281474976900340_f1967_chunk_3.wav,,4.181625,Male,45-60,Kashmiri,to do his or her work in the modern world,,to do his or her work in the modern world.
test,281474976893072_f393_chunk_0.wav,,3.76125,Male,60+,Marathi,in the past two hours have I gotten any new emails?,,"In the past two hours, have I gotten any new emails?"
test,281474976895240_f427_chunk_0.wav,,0.5515625,Female,45-60,Dogri,Yes,,Yes.
test,281474976888160_f3202_chunk_2.wav,,3.08,Male,30-45,Maithili,It is said to have been founded by Dharbhangi Khan.,,It is said to have been founded by Darbhangi Khan.
test,281474976896954_f216_chunk_3.wav,,1.870375,Male,30-45,Bengali,and Arya Organic Jaggery Powder,,and Aria Organic Chakri Powder.
test,281474976897457_f2033_chunk_7.wav,,3.932375,Male,45-60,Bodo,This was quite enjoying and experiencing,,This was quite enjoying and experiencing.
test,281474976887089_f1758_chunk_3.wav,,3.1410625,Female,30-45,Gujarati,"in Gujarati medium opt for only Gujarati communication,",,"In Gujarati medium, opt for only Gujarati communication."
test,281474976887038_f1912_chunk_1.wav,,12.4214375,Male,45-60,Dogri,"Corruption is one of that reason. Confidence, lack of patience, everything is demoting the sports in the state.",,"Corruption is one of that reason. Confidence, lack of patience, everything is demoting the sports in the state."
test,281474976896977_f294_chunk_0.wav,,0.396375,Male,30-45,Bengali,Skip,,Skip.
test,281474976885773_f1228_chunk_0.wav,,8.4615,Female,30-45,Kannada,The price mentioned for National Gardens Potted Tomato Seeds is not correct as compare to market prices.,,The price mentioned for National Garden's potted tomato seeds is not correct as compared to market prices.
test,281474976897662_f3287_chunk_0.wav,,4.0,Male,30-45,Tamil,Paddy sugarcane chicken drip irrigation,,"Paddy, Sugarcane, Chicken, Drip Irrigation"
test,281474976884478_f2191_chunk_12.wav,,2.6796875,Male,45-60,Malayalam,some southern states and some northeastern states,,some southern states and some northern states.
test,281474976893171_f3135_chunk_1.wav,,3.6,Female,60+,Odia,"Generally, I travel with a small group of people,",,"Generally, I travel with a small group of people."
test,281474976884631_f2005_chunk_5.wav,,11.8513125,Female,18-30,Kannada,"Lower middle class, backward classes, farmers, and other economically weaker sections of the societies are availed various subsidies and health insurances by the government.",,"Lower middle class, backward classes, farmers and other economically weaker sections of the societies are availed various subsidies and health insurances by the government."
test,281474976903871_f1625_chunk_0.wav,,10.3084375,Female,45-60,Nepali,Search for the medical store which are closer to my current location and has Surgical Cap medicine available,,Search for the medical store which are closer to my current location and has surgical cap medicine available.
test,281474976898617_f2085_chunk_0.wav,,7.1248125,Male,60+,Bengali,"No, I have never taken a trip specifically for the purpose of volunteering or giving back in some way.",,no i have never taken a trip specifically for the purpose of volunteering or giving back in somewhere
test,281474976885801_f2235_chunk_21.wav,,4.750125,Female,30-45,Kannada,from rural backgrounds or particularly the rural people,,from rural backgrounds or particularly the rural people.
test,281474976886709_f3213_chunk_13.wav,,5.0,Female,45-60,Telugu,"I should say addictive because once I started watching, I couldn't stop it until I completed",,I should say addictive because once I started watching I couldn't stop it until like a month
test,281474976884613_f167_chunk_0.wav,,19.7339375,Female,18-30,Kannada,Can you list all the submitted Renewal scholarship applications on NSP of user with application ID NZ2022211011104111034911 and date of birth 17-7-2018?,,Can you list all the submitted renewal scholarship applications on NSP of user with application ID NZ2022211011104111034911 and date of birth 17-07-2018?
test,281474976884085_f3239_chunk_11.wav,,6.6,Female,30-45,Hindi,"Because just like you're born into a family without having a state,",,Because just like you're born into a family without having a say.
test,281474976897354_f382_chunk_0.wav,,6.682875,Male,18-30,Odia,Give me an idea about the minimum amount I need to invest in any Recurring Deposits Savings Scheme.,,Give me an idea about the minimum amount I need to invest in any recurring deposit saving scheme.
test,281474976893169_f3301_chunk_4.wav,,6.52,Female,60+,Odia,And so difficult to say a favorite particular favorite quote,,and so difficult to say a favorite particular favorite coat
test,281474976888914_f3259_chunk_0.wav,,7.604375,Male,18-30,Nepali,"Generally, there are different kinds of medium to promote peace and understanding between",,"Generally, there are different kinds of medium to promote peace and understanding between"
test,281474976894267_f3266_chunk_1.wav,,7.2700625,Female,30-45,Kashmiri,It provides good a good ground for investment as it is one of the fastest growing sectors of economy.,,It provides a good ground for investment as it is one of the fastest growing sectors of economy.
test,281474976884085_f3239_chunk_23.wav,,5.48,Female,30-45,Hindi,"the religion, or the community, or the race that they belong to,",,the religion or the community or the race that they belong to.
test,281474976892160_f1906_chunk_0.wav,,17.3700625,Male,30-45,Assamese,"Over the years, many developments have occurred in our state like our mask, craft, handicraft, soil art, and to name a few. Our mask art at Majuli primarily is world-famous.",,"Over the years, many developments have occurred in our state, like our mask craft, handicraft, soil art, and to name a few. Our mask art at Mazuli, primarily, is world famous."
test,281474976895569_f3183_chunk_1.wav,,4.0,Female,18-30,Malayalam,23 January 2023,,23 january 2023
test,281474976888874_f1800_chunk_0.wav,,5.86975,Female,18-30,Nepali,"No, I haven't read any translated version of original English book in Nepali language",,oh no i haven't read any translated version of original english book in tohono nepali language
test,281474976884102_f2735_chunk_0.wav,,9.0441875,Female,18-30,Marathi,"The items Nivea Men Oil Control Moisturiser , Elite Plum Cake and Bansiwala Petha Royal Mix are currently not available,",,"The items, Nevia Men Oil Control Moisturizer, Elite Plum Cake and Bansiwala Petha Royal Mix are currently not available."
test,281474976895079_f1205_chunk_0.wav,,4.4570625,Female,18-30,Bengali,Sign up online and follow the directions to get your store up and running,,Sign up online and follow the directions to get your store up and running.
test,281474976894274_f2214_chunk_10.wav,,6.5666875,Female,30-45,Kashmiri,Our teachers encouraged us to write poems in English so that we could develop the creative writing skill.,,Our teachers encouraged us to write poems in English so that we could develop the creative writing skill.
test,281474976893168_f2030_chunk_0.wav,,4.6411875,Female,60+,Odia,The book I read recently was the Tomb of Sand.,,The book I read recently was The Tomb of Sand.
test,281474976892160_f1906_chunk_1.wav,,8.2464375,Male,30-45,Assamese,Visitors from different parts of the world come to Majuli to witness this art and they learn it,,Visitors from different part of the world come to Majuli to witness this art and they learn it.
test,281474976883823_f3004_chunk_0.wav,,1.7315625,Male,45-60,Nepali,where is the event venue,,Where is the event venue?
test,281474976884082_f1806_chunk_0.wav,,11.147,Female,30-45,Hindi,I have travelled solo to Europe where I backpacked across Europe for about 30 days covering places like Italy,,I have traveled solo to Europe where I backpacked across Europe for about 30 days covering places like Italy
test,281474976889235_f2964_chunk_0.wav,,2.6443125,Female,18-30,Urdu,search if the restaurant does take out,,Search if the restaurant does take out.
test,281474976887658_f3219_chunk_8.wav,,3.0,Male,60+,Konkani,and Konkani was finally accepted.,,and Konkani was finally accepted.
test,281474976894791_f2060_chunk_1.wav,,8.014125,Female,30-45,Nepali,they are facing acute challenge in running the classes,,They are facing acute challenge in running the classes.
test,281474976884085_f3239_chunk_21.wav,,2.72,Female,30-45,Hindi,And I think we've carried that tradition forward,,And I think we've carried the tradition forward.
test,281474976925687_f2467_chunk_0.wav,,4.1428125,Female,18-30,Dogri,Is Pro Nature Saunf avaliable for delivery in 2 hours?,,Is Pro Nature SOM available for delivery in 2 hours?
test,281474976884085_f3239_chunk_24.wav,,4.24,Female,30-45,Hindi,all celebrate and participate in the festivities together.,,all celebrate and participate in the festivities together.
test,281474976900335_f1966_chunk_0.wav,,2.791625,Male,45-60,Kashmiri,I have invested in a polyhouse,,I have invested in a poly house
test,281474976893845_f1948_chunk_4.wav,,8.3758125,Female,18-30,Bodo,And its creation signifies the transformation of a universe of suffering into joy.,,and its creation signifies the transformation of a universe of suffering into joy.
test,281474976901670_f1976_chunk_5.wav,,20.3319375,Female,45-60,Kannada,"there is a smaller towns and cities, it is rather becoming a retired man's place there, wherein the old people stay. All the young ones are moving towards the bigger cities, like Bangalore, Mysore, or any other important cities of this country",,"Whereas the smaller towns and cities, it is rather becoming a retired man's place there, wherein the old people stay. All the young ones are moving towards the bigger cities like Bangalore, Mysore or any other important cities of this country."
test,281474976897318_f2747_chunk_0.wav,,0.4871875,Female,30-45,Punjabi,Follow,,Follow
test,281474976899941_f3011_chunk_0.wav,,0.56175,Male,30-45,Maithili,House,,How's
test,281474976894271_f3141_chunk_15.wav,,3.5300625,Female,30-45,Kashmiri,Tennis courts have been built for youngsters to learn the sport.,,Tennis courts have been built for youngsters to learn the sport.
test,281474976891535_f1778_chunk_0.wav,,2.57775,Female,45-60,Telugu,Can you speak 5 person names from your neighborhood?,,Can you speak 5% names from your neighborhood?
test,281474976888917_f3178_chunk_24.wav,,7.96,Male,18-30,Nepali,"On that day different communities peoples like Rai Limbu, Gurung, Tamang, Sherpa, Bhojal,",,"On that day different communist peoples like Rai Limbu, Gurung, Tamang, Sherpa, Bhojel,"
test,281474976895431_f3247_chunk_11.wav,,2.434625,Male,18-30,Konkani,the strawberry plantation and,,strawberry plantation and
test,281474976893915_f2228_chunk_2.wav,,4.2319375,Male,30-45,Bodo,"It is an adventurous event held annually in Kokrajhar, Bodoland.",,"it is an adventurous event held annually in Kokraszár, Bodøland"
test,281474976891405_f1726_chunk_3.wav,,2.111875,Male,30-45,Malayalam,how did you communicate and adapt,,How did you communicate and adapt?
test,281474976887083_f2168_chunk_3.wav,,7.043,Female,30-45,Gujarati,"yes it caters different need and different sectors for example, hospitality, agriculture",,"And yes, it caters different needs and different sectors, for example, hospitality, agriculture,"
test,281474976894271_f3141_chunk_18.wav,,4.24,Female,30-45,Kashmiri,"Games like football, cricket, basketball, volleyball, chess,",,"games like football, cricket, basketball, volleyball, chess,"
test,281474976888173_f900_chunk_0.wav,,1.35525,Female,18-30,Punjabi,is it raining tonight,,Is it raining tonight?
test,281474976884087_f1807_chunk_2.wav,,7.5375625,Female,30-45,Hindi,So this is how the politics is arranged in the state of Maharashtra.,,So this is how the politics is arranged in the state of Maharashtra.
test,281474976906739_f2444_chunk_1.wav,,1.428625,Male,18-30,Assamese,please be extra quiet,,Please be extra quiet.
test,281474976900603_f2255_chunk_25.wav,,3.92725,Male,30-45,Urdu,the city of Ahmedabad went on expanding in every direction,,The city of Ahmedabad went on expanding in every direction.
test,281474976902188_f2127_chunk_6.wav,,2.94975,Female,45-60,Urdu,"technical colleges, there are engineering colleges",,"Technical colleges, there are engineering colleges."
test,281474976894282_f2894_chunk_0.wav,,2.10275,Male,18-30,Bengali,is this shop is good or bad,,Is this shop is good or bad?
test,281474976884478_f2191_chunk_46.wav,,1.74975,Male,45-60,Malayalam,English should be made mandatory,,English would be made by a tertiary.
test,281474976897400_f3290_chunk_1.wav,,5.67,Male,18-30,Odia,But I have been interested in doing the same because my father does it a lot.,,But I have been interested in doing the same because my father does it a lot.
test,281474976893613_f1425_chunk_0.wav,,0.458625,Male,30-45,Malayalam,Learn,,Learn
test,281474976888175_f663_chunk_0.wav,,4.4958125,Female,18-30,Punjabi,"I want to order Eggs , Can you show me what all is available in that category?",,I want to order eggs. Can you show me what all is available in that category?
test,281474976895299_f147_chunk_0.wav,,0.3138125,Male,30-45,Kashmiri,Three,,3.
test,281474976887473_f1715_chunk_1.wav,,4.097375,Male,30-45,Kannada,"Self-employment, startups are rampant in the city.",,self-employment startups are rampant in the city
test,281474976909219_f2722_chunk_0.wav,,12.4534375,Female,45-60,Punjabi,HCA's previous home ground was the Lal Bahadur Shastri Stadium in the Fateh Maidan sports complex at Basheerbagh in central Hyderabad.,,HCS previous home ground was the Lal Bahadur Shastri Stadium in the Fateh Median Sports Complex at Wasir Vagh in Central Hyderabad.
test,281474976893298_f1700_chunk_0.wav,,23.24725,Female,45-60,Hindi,"I have always been into doodling and it gradually converted to coloring with pencils, color pencils and then pastel colors and finally it settled down into oil painting. So I have been painting with oil paints since a long, long time now.",,"I have always been into doodling and it gradually converted to coloring with pencils, color pencils and then pastel colors. And finally it settled down into oil painting. So I've been painting with oil paints since a long, long time now."
test,281474976893646_f1788_chunk_2.wav,,1.648875,Male,30-45,Malayalam,mother tongue influence,,mother tongue influence.
test,281474976897639_f2713_chunk_0.wav,,0.4593125,Male,30-45,Tamil,Down,,down.
test,281474976894274_f2214_chunk_13.wav,,7.15,Female,30-45,Kashmiri,"I learnt how phonetics, morphology and syntax syntax of a language interact to make the language operate the way it does.",,"I learned how phonetics, morphology, and syntax of a language interact to make the language operate the way it does."
test,281474976888919_f3231_chunk_6.wav,,4.46,Male,18-30,Nepali,Even no one guided me personally to learn English.,,no one guided me personally to learn English.
test,281474976900652_f1824_chunk_7.wav,,0.8083125,Male,30-45,Urdu,seek,,See
test,281474976892201_f2249_chunk_0.wav,,28.693125,Male,30-45,Maithili,Once we went to Mizoram. It is very beautiful state. The natural beauty here is sight to behold. But what impressed us the most was that most of the shopkeepers here were women. There were many shops here where there was no shopkeeper and the goods were kept. Anyone could take goods from here and keep money instead. Everything depended on mutual trust. Once my wallet fell at the bus stand.,,Once we went to Mizoram. It is very beautiful state. The natural beauty here is sight to behold. But what impressed us the most was that most of the shopkeepers here were women. There were many shops here where there was no shopkeeper and the goods were kept. Anyone could take goods from here and keep money instead. Everything depended on mutual trust. Once my wallet fell at the bus stand.
test,281474976886998_f3238_chunk_1.wav,,3.8,Female,45-60,Telugu,"And it has kind of the best climate, I could say.",,And it has kind of the best climate I could say.
test,281474976897395_f3303_chunk_4.wav,,7.4799375,Male,18-30,Odia,On the western side of Odisha there are a lot of forests and jungles and ancient caves,,"On the western side of Odisha, there are a lot of forests and jungles and ancient caves."
test,281474976893850_f3335_chunk_9.wav,,5.0400625,Female,18-30,Bodo,"And during the month of September to October,",,and during the month of september to october
test,281474976892155_f1770_chunk_4.wav,,1.25175,Male,30-45,Assamese,and then I,,And then I...
test,281474976887217_f2024_chunk_1.wav,,24.2094375,Female,30-45,Konkani,"Due to the advancements again in this field, it has become possible to pinpoint the need of each and every player and to design their training schedules taking into consideration the needs of every player. It is possible to give them personalized training due to the technology that is available today.",,"Due to the advancements again in this field, it has become possible to pinpoint the need of each and every player and to design their training schedules taking into consideration the needs of every player. It is possible to give them personalized training due to the technology that is available today."
test,281474976890748_f2054_chunk_9.wav,,1.50975,Male,18-30,Dogri,and Lodi,,and Lodi
test,281474976899525_f1193_chunk_0.wav,,8.3499375,Female,45-60,Bengali,"Dey started his career in playback singing with the movie Tamanna, in 1942.",,"They started his career in playback, singing with the movie Tamanna in 1942."
test,281474976890914_f2532_chunk_0.wav,,3.9035,Female,45-60,Konkani,do I need to wear my slicker today,,Do I need to wear my slicker today?
test,281474976899581_f1864_chunk_0.wav,,2.52775,Female,45-60,Bengali,The news media is quite,,The news media is quite
test,281474976884014_f1282_chunk_0.wav,,8.5799375,Male,30-45,Hindi,Change my default card for tap and pay method from Bank of Maharashtra Credit card to India Post Payments Bank Credit card,,Change my default card for tap and pay method from Bank of Maharashtra credit card to India Post Payments Bank credit card.
test,281474976897517_f2194_chunk_1.wav,,0.669375,Male,30-45,Sindhi,Jaipur,,example
test,281474976893859_f878_chunk_0.wav,,6.0225,Male,30-45,Bodo,Cleft lip with or without palate is classified as the most common congenital birth defect.,,cleft lip width or without failure is classified as the most common congenital birth defect
test,281474976895582_f1537_chunk_0.wav,,0.353,Female,18-30,Urdu,Two,,2.
test,281474976901110_f2999_chunk_0.wav,,1.6773125,Female,45-60,Maithili,remind me to read book,,Remind me to read book.
test,281474976897891_f1710_chunk_0.wav,,4.8146875,Male,45-60,Telugu,Do you have any family recipes that have been passed down through the generations?,,Do you have any family recipes that have been passed down through the generations?
test,281474976888212_f2335_chunk_0.wav,,4.871125,Female,60+,Tamil,It was established as a holiday in 1964.,,It was established as a holiday in 1964.
test,281474976890713_f2928_chunk_0.wav,,3.6911875,Male,18-30,Dogri,Drug interdiction and stopping the transport of arms,,drug introduction and stopping the transfer of arms
test,281474976892337_f1873_chunk_1.wav,,19.6899375,Male,30-45,Dogri,"Spoken in Jammu division some organization like Academy of Art, Culture and Languages, Dogri. Sanstha are involved in cultural promotion. Dogri has been added. One of the scheduled language and it also now an officially language of the state. Although",,spoken in jammu division some organization like academy of art culture and languages degree sansa are involved in cultural promotion degree has been added one of the scheduled language and it also now one officially language of the state although
test,281474976883943_f2231_chunk_17.wav,,2.628125,Female,18-30,Malayalam,Then acknowledge your accomplishments,,then acknowledge your accomplishments.
test,281474976889218_f1884_chunk_5.wav,,5.0400625,Female,30-45,Urdu,"With all these questions dangling around my head once, I see a book lying on my table.",,"With all these questions dangling around my head once, I see a book lying on my table."
test,281474976885801_f2235_chunk_2.wav,,3.31675,Female,30-45,Kannada,Although in rural regions still,,Although in rural regions still
test,281474976888917_f3178_chunk_15.wav,,10.96,Male,18-30,Nepali,So first Baisak we used to celebrate New Year by organizing traditional or cultural program.,,So on first Baisak we used to celebrate new year by organizing traditional or cultural programs.
test,281474976901556_f1438_chunk_0.wav,,3.0025,Female,30-45,Maithili,turn off my wemo socket,,Turn off my Vimo socket.
test,281474976893846_f3264_chunk_10.wav,,12.0,Female,18-30,Bodo,Artists can easily promote their work and stay connected through online media platforms.,,they can easily promote the art artists can easily promote their work and stay connected through online media platform like we do
test,281474976898128_f2237_chunk_2.wav,,5.0510625,Female,18-30,Odia,as in specific I can say that my father has a business of furnitures,,"For example, as in specific, I can say that my father has a business of furniture."
test,281474976897093_f2726_chunk_0.wav,,0.280375,Male,18-30,Hindi,Eight,,
test,281474976896697_f1992_chunk_0.wav,,5.164625,Female,45-60,Telugu,What is your favorite painting style or technique and why?,,What is your favorite painting style or technique and why?
test,281474976896976_f1276_chunk_0.wav,,0.7399375,Male,30-45,Bengali,Disagree,,disagree.
test,281474976892156_f1836_chunk_0.wav,,25.676375,Male,30-45,Assamese,"Voice rest is very necessary before a performance and I use lukewarm water to gargle and voice fatigue can be released or can be erased by using some home remedies like ginger, red tea, cloves etc.",,"Voice rest is very necessary before a performance and I use lukewarm water to gargle and voice fatigue can be released or can be erased by using some home remedies like ginger, red tea, cloves etc."
test,281474976893853_f3252_chunk_2.wav,,1.6091875,Female,18-30,Bodo,like any other language.,,like any other language
test,281474976901670_f1976_chunk_4.wav,,18.6616875,Female,45-60,Kannada,"which has influenced the people to come and stay, and especially the way the industries are being developed, and especially the software industries, wherever they have been established, we see that such places are becoming more and more populous",,which has influenced the people to come and stay and especially the way the industries are being developed and especially the software industries wherever they have been established we see that such places are becoming more and more populous
test,281474976902191_f1928_chunk_3.wav,,2.664875,Female,45-60,Urdu,It has been doing a fantastic job,,It has been doing a fantastic job.
test,281474976893850_f3335_chunk_4.wav,,5.6400625,Female,18-30,Bodo,"ericanut, banana, et cetera.",,"Erica nut, banana, etcetera."
test,281474976885097_f2049_chunk_2.wav,,8.8255625,Male,18-30,Assamese,"I focus on low impact training. If I have an injury or limitation that makes high impact movement difficult, I focus on low impact training such as Tai Chi.",,"I focus on low impact training. If I have an injury or limitation that makes high impact movement difficult, I focus on low impact training such as Tai Chi."
test,281474976888912_f1762_chunk_3.wav,,1.4553125,Male,18-30,Nepali,"but not only this,",,But not only this.
test,281474976897394_f1833_chunk_16.wav,,4.23325,Male,18-30,Odia,"how they are doing it, how much of the land they are mining. So there are environmental",,"how they are doing it, how much of the land they are mining. So there are environmental"
test,281474976887212_f3245_chunk_12.wav,,11.6,Female,30-45,Konkani,"to make the other person comfortable and also when we return, those tiny bits, those tiny moments",,to make the other person comfortable and also when we return those tiny bits those tiny moments
test,281474976901603_f2233_chunk_7.wav,,4.72,Female,30-45,Maithili,and that really encourages and makes a good compost actually,,and that really encourages and makes a good compost actually.
test,281474976897527_f1838_chunk_5.wav,,4.34,Male,30-45,Sindhi,it develops ability to work together,,It develops ability to work together.
test,281474976887171_f3278_chunk_11.wav,,8.2813125,Female,18-30,Malayalam,"So it is often seen in music, in cinema, in art and all that.",,"It is often seen in music, in cinema, in art and all that."
test,281474976893750_f919_chunk_0.wav,,14.1565,Male,30-45,Punjabi,I want to get enrolled myself in an institute offering programs in Pharmacy Can I get a list of such institutes in the academic year 2020 - 2021,,I want to get enrolled myself in an institute offering programs in pharmacy. Can I get a list of such institutes in the academic year 2020-2021?
test,281474976894795_f2258_chunk_9.wav,,15.6258125,Female,30-45,Nepali,"It celebrates the occasion on two days, that is 15th and 16th of August. The festivity is held on such a large scale that even people from neighboring town gather here to witness the spectacle",,It celebrates the occasion on two days i.e. 15th and 16th of August. The festivity is held on such a large scale that even people from neighboring town gather here to witness the spectacle.
test,281474976899583_f1925_chunk_0.wav,,1.910625,Female,45-60,Bengali,Mainly rice is grown,,mainly rice is grown
test,281474976900603_f2255_chunk_6.wav,,2.77275,Male,30-45,Urdu,though it is not the state capital,,though it is not the state capital.
test,281474976883760_f2303_chunk_0.wav,,24.5644375,Male,30-45,Marathi,"In games, when I consider the portrayal of women, I feel women characters are more objectified. More Western looks and styling are imposed as a default. While for the marginalized groups, I feel the more exaggerative approach is followed rather than giving preference to a realistic situation.",,"In games, when I consider the portrayal of women, I feel women characters are more objectified, more western looks and styling are imposed as a default, while for the marginalized groups, I feel the more exaggerative approach is followed rather than giving preference to a realistic situation."
test,281474976899552_f2424_chunk_0.wav,,0.5275625,Female,45-60,Bengali,Previous,,preview
test,281474976884592_f1786_chunk_0.wav,,6.445875,Female,30-45,Tamil,English is very easy to learn. It is widely understood by people all over the world.,,English is very easy to learn. It is widely understood by people all over the world.
test,281474976883951_f2089_chunk_4.wav,,6.33875,Female,18-30,Malayalam,Malayalam is the official language of Kerala and it is classified as a South Dravidian language,,Malayalam is the official language of Kerala and it is classified as a South Ravidian language.
test,281474976901608_f2023_chunk_11.wav,,6.4245625,Female,30-45,Maithili,to make us to make understand to the audience what are the role and functions of those bodies,,to make understand to their audience what are the role and functions of those bodies.
test,281474976884044_f1919_chunk_2.wav,,1.4,Male,30-45,Hindi,from the US,,from the US.
test,281474976897459_f2145_chunk_12.wav,,4.5996875,Male,45-60,Bodo,The Brahmaputra River is just by the capital city Guwahati,,The Brahmaputra river is just by the capital city Guwahati.
test,281474976899767_f1413_chunk_0.wav,,0.3019375,Female,30-45,Odia,Play,,play.
test,281474976894271_f3141_chunk_22.wav,,2.723375,Female,30-45,Kashmiri,by the youngsters is increasing day by day.,,"by the youngsters, it increasing day by day."
test,281474976899965_f1881_chunk_1.wav,,4.999875,Male,30-45,Maithili,the small plants coming out from those seeds. It is a wonderful feeling.,,small plants coming out from those seeds it is a wonderful feeling
test,281474976892338_f2196_chunk_3.wav,,1.6726875,Male,30-45,Dogri,remote areas,,remote areas
test,281474976901153_f1889_chunk_7.wav,,2.5223125,Female,45-60,Maithili,So then I asked my mother to help in,,So then I asked my mother to help him.
test,281474976900622_f1834_chunk_1.wav,,16.271125,Male,30-45,Urdu,"90, 555, 5110, 9780 and 2000",,"90, 555, 5110, 9780 and 2000"
test,281474976895233_f535_chunk_0.wav,,0.5524375,Female,45-60,Dogri,Forward,,Forward
test,281474976888214_f2979_chunk_0.wav,,2.147375,Female,60+,Tamil,can I get delivery from here?,,Can I get delivery from here?
test,281474976883948_f1921_chunk_0.wav,,21.308875,Female,18-30,Malayalam,"Kerala, a land of cultural diversity, is a complete hall made up of a blending of various religions, communities, regional cultures and language variations. Kerala can be compared to a chain made of different colored beads and thread through which the beads are strung in the Malayalam language",,"Kerala, a land of cultural diversity, is a complete whole made up of a blending of various religions, communities, regional cultures and language variations. Kerala can be compared to a chain made of different coloured beads and thread through which the beads are strung in the Malayalam language."
test,281474976883853_f3233_chunk_1.wav,,15.3343125,Male,45-60,Nepali,The government of Meghalaya is trying its best to provide vocational training and skill development for the youths.,,The government of Meghalaya is trying its best to provide vocational training and skill development for the youths.
test,281474976886822_f2088_chunk_0.wav,,8.3004375,Female,18-30,Tamil,"There is a popular belief in this area, like we have to worship the ancestors kind of statement",,There is a popular belief in this area like we have to worship the ancestors kind of statement.
test,281474976901602_f2119_chunk_8.wav,,5.2804375,Female,30-45,Maithili,"So, that would be actually very great actually and it appeals actually",,"So that would be actually very, very great actually and it appeals actually."
test,281474976887705_f3172_chunk_0.wav,,7.9324375,Male,30-45,Gujarati,I think the scholarship program for girls has benefited many girls from remote areas,,I think the scholarship program for girls has benefited many girls from remote areas.
test,281474976887177_f3253_chunk_7.wav,,10.42,Female,18-30,Malayalam,There are definitely positive impacts or opportunities that open to a person who has access to that,,There are definitely positive impacts or opportunities that open to a person who has access to that.
test,281474976890918_f2533_chunk_0.wav,,4.558375,Female,45-60,Konkani,List all the brands of Dishwashes having offers.,,List all the brands of dishwashers having offers.
test,281474976901105_f2389_chunk_0.wav,,4.3865,Female,45-60,Maithili,"For decades, he directed the huge Tata Group of companies,",,"For decades, he directed the huge Tata Group of companies"
test,281474976888158_f3257_chunk_1.wav,,6.1666875,Male,30-45,Maithili,"So rice, wheat, maize, pulses, mustard, these all are grown.",,"So rice, wheat, maize, pulses, mustard, these all are grown."
test,281474976893963_f2689_chunk_0.wav,,4.5033125,Female,45-60,Telugu,Search Anna University in the AICTE approved institute list,,Search Anna University in the AICTE approved institute list.
test,281474976893912_f2185_chunk_2.wav,,0.6,Male,30-45,Bodo,India,,India.
test,281474976884079_f2150_chunk_0.wav,,2.8334375,Female,30-45,Hindi,My favorite quote is from a classic play,,My favorite quote is from a classic play.
test,281474976888868_f2236_chunk_2.wav,,17.300375,Female,18-30,Nepali,at this time uh lots of vloggers in our state and in our neighbor neighboring state has emerged a neighboring state has emerged there are lots of vloggers who are uploading different type of contents like their regular,,at this time uh lots of vloggers in our state and in our neighbor neighboring state has emerged our neighboring state has emerged there are lots of vloggers who are uploading different type of contents like their regular
test,281474976893848_f3250_chunk_2.wav,,6.25,Female,18-30,Bodo,So Bihu is the essence of Assam. It is celebrated across the state.,,So Bihu is the essence of Assam. So it's celebrated across the state.
